,row,plc,horseno,horse,jockey,trainer,actualwt,declarwt,draw,lbw,runningpos,finishtime,winodds,date,raceno,class,distance,going,handicap,course,stake,venue,horse_ch,jockey_ch,trainer_ch,class_ch,going_ch,handicap_ch,course_ch,venue_ch
77,0,1,12.0,MIGHTY WONGCHOY(S050),K K Chiong,K L Man,106.0,1101.0,3.0,-,2 2 2 1,1.40.27,7.4,2016-09-18,1,5,1650,GOOD,CHUNG ON HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,威旺財(S050),蔣嘉琦,文家良,1,好地,眾安讓賽,全天候跑道,沙田
78,0,1,10.0,BO DUKE(S378),M Chadwick,P F Yiu,114.0,1087.0,10.0,-,1 1 1 1 1,1.50.56,77.0,2016-09-21,1,4,1800,GOOD TO FIRM,TIU KENG LENG HANDICAP,TURF - C COURSE,840000,Happy Valley,馬狀元(S378),蔡明紹,姚本輝,1,好地至快地,調景嶺讓賽,草地 - C 賽道,跑馬地
79,0,1,11.0,SWEET BEAN(S205),J Moreira,C Fownes,115.0,1019.0,3.0,-,5 4 4 3 1,1.51.59,2.8,2016-10-05,1,5,1800,GOOD,KWOON CHUNG MOTORS HANDICAP,TURF - A COURSE,630000,Happy Valley,糖黐豆(S205),莫雷拉,方嘉柏,1,好地,冠忠遊覽車讓賽,草地 - A 賽道,跑馬地
80,0,1,1.0,WINASWEWISH(T385),J Moreira,C Fownes,133.0,1168.0,2.0,-,9 8 8 1,1.41.34,2.3,2016-10-12,1,5,1650,GOOD,BIRCH HANDICAP,TURF - B COURSE,630000,Happy Valley,想贏就贏(T385),莫雷拉,方嘉柏,1,好地,白樺讓賽,草地 - B 賽道,跑馬地
81,0,1,2.0,CASH COURIER(S417),S de Sousa,K L Man,132.0,1207.0,1.0,-,8 9 5 1,1.42.29,6.2,2016-10-30,1,5,1650,GOOD,ASTER HANDICAP,TURF - A COURSE,630000,Happy Valley,天賦致寶(S417),蘇兆輝,文家良,1,好地,秋英讓賽,草地 - A 賽道,跑馬地
82,0,1,10.0,SNOWHOOVES(S409),J Moreira,D Cruz,117.0,1071.0,7.0,-,5 6 1,1.10.20,3.9,2016-11-02,1,5,1200,GOOD,TIU YUE YUNG HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,踏雪名駒(S409),莫雷拉,告達理,1,好地,釣魚翁讓賽,全天候跑道,沙田
83,0,1,5.0,DOUBLE MASTER(P105),C Y Ho,T K Ng,126.0,1096.0,4.0,-,1 1 1,0.58.24,15.0,2016-11-23,1,5,1000,GOOD TO YIELDING,SAN PO KONG HANDICAP,TURF - C+3 COURSE,630000,Happy Valley,跑馬仔(P105),何澤堯,吳定強,1,好地至黏地,新蒲崗讓賽,草地 - C+3 賽道,跑馬地
84,0,1,2.0,LOOK ERAS(V123),N Rawiller,Y S Tsui,132.0,1044.0,10.0,-,4 6 7 1,1.22.92,13.0,2016-11-27,1,4,1400,GOOD,CHEVALIER ALUMINIUM ENGINEERING HANDICAP,TURF - C COURSE,840000,Sha Tin,阿凡達(V123),羅理雅,徐雨石,1,好地,其士鋁工程讓賽,草地 - C 賽道,沙田
85,0,1,4.0,SLEDGE HAMMER(N405),J Moreira,D Cruz,130.0,1229.0,9.0,-,8 8 1,1.09.02,3.2,2016-12-04,1,5,1200,GOOD,ASHLEY HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,彩球(N405),莫雷拉,告達理,1,好地,亞士厘讓賽,全天候跑道,沙田
86,0,1,6.0,DUTCH WINDMILL(T288),O Doleuze,C W Chang,128.0,1047.0,4.0,-,5 4 4 1,1.41.45,6.6,2016-12-07,1,5,1650,GOOD TO FIRM,SOUTH AFRICA HANDICAP,TURF - B COURSE,630000,Happy Valley,荷蘭風車(T288),杜利萊,鄭俊偉,1,好地至快地,南非讓賽,草地 - B 賽道,跑馬地
87,0,1,2.0,WATER DIVINER(V356),C Williams,K W Lui,130.0,1214.0,14.0,-,13 13 1,1.09.41,21.0,2016-12-11,1,3,1200,GOOD,SILENT WITNESS HANDICAP,TURF - A COURSE,1235000,Sha Tin,百勝龍(V356),韋紀力,呂健威,1,好地,精英大師讓賽,草地 - A 賽道,沙田
88,0,1,1.0,CLOUD NINE(T416),C Williams,A T Millard,133.0,1091.0,1.0,-,2 2 2 2 2 1,2.16.76,4.1,2016-12-14,1,4,2200,GOOD TO FIRM,CHEUNG SHA WAN HANDICAP,TURF - C COURSE,840000,Happy Valley,快樂神駒(T416),韋紀力,苗禮德,2,好地至快地,長沙灣讓賽,草地 - C 賽道,跑馬地
89,0,1,10.0,SOCCER BRAVE(T233),D Whyte,D E Ferraris,119.0,1037.0,5.0,-,3 3 2 1,1.39.18,17.0,2016-12-17,1,5,1650,GOOD,LUKFOOK JEWELLERY WEDDING COLLECTION HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,勇晉神駒(T233),韋達,霍利時,1,好地,六福珠寶婚嫁系列讓賽,全天候跑道,沙田
90,0,1,2.0,ROCK THE TREE(P272),B Prebble,D E Ferraris,133.0,1056.0,11.0,-,12 12 11 12 1,2.03.16,9.7,2017-01-01,1,5,2000,GOOD TO FIRM,ROBIN'S NEST HANDICAP,TURF - B+2 COURSE,630000,Sha Tin,搖錢樹(P272),柏寶,霍利時,2,好地至快地,紅花嶺讓賽,草地 - B+2 賽道,沙田
91,0,1,3.0,INVISIBLE(T418),O Doleuze,C Fownes,132.0,1128.0,5.0,-,5 6 1,1.10.94,9.2,2017-01-04,1,5,1200,GOOD,PATERSON HANDICAP,TURF - A COURSE,630000,Happy Valley,金武士(T418),杜利萊,方嘉柏,1,好地,百德新讓賽,草地 - A 賽道,跑馬地
92,0,1,1.0,BEST EFFORT(T220),M L Yeung,A Lee,131.0,1018.0,5.0,-,4 3 2 1,1.35.38,7.5,2017-01-08,1,5,1600,GOOD TO FIRM,FIRE-CRACKER VINE HANDICAP,TURF - C COURSE,630000,Sha Tin,有衝勁(T220),楊明綸,李易達,1,好地至快地,炮杖花讓賽,草地 - C 賽道,沙田
93,0,1,4.0,GLORY STAR(T336),J Moreira,C S Shum,128.0,1116.0,4.0,-,6 6 5 1,1.40.57,2.4,2017-01-11,1,5,1650,GOOD,SHUN TIN HANDICAP,TURF - B COURSE,630000,Happy Valley,歐洲之星(T336),莫雷拉,沈集成,1,好地,順天讓賽,草地 - B 賽道,跑馬地
94,0,1,2.0,RICHCITY FORTUNE(V088),B Prebble,J Moore,132.0,1142.0,9.0,-,1 1 1,1.10.25,3.4,2017-01-14,1,5,1200,GOOD,JOCKEY CLUB ROAD HANDICAP,TURF - C+3 COURSE,630000,Sha Tin,銀城福星(V088),柏寶,約翰摩亞,1,好地,馬會道讓賽,草地 - C+3 賽道,沙田
95,0,1,2.0,BORN DRAGON(V009),J Moreira,C Fownes,131.0,1011.0,5.0,-,1 1 1,1.09.57,2.8,2017-01-18,1,5,1200,GOOD,KOWLOON TSAI PARK HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,喜得龍(V009),莫雷拉,方嘉柏,1,好地,九龍仔公園讓賽,全天候跑道,沙田
96,0,1,6.0,KEEP MOVING(A124),N Callan,P F Yiu,126.0,1104.0,12.0,-,2 2 1,0.58.15,5.3,2017-01-22,1,4,1000,GOOD,DUNDAS HANDICAP,TURF - A COURSE,840000,Sha Tin,積極皇(A124),郭能,姚本輝,1,好地,登打士讓賽,草地 - A 賽道,沙田
97,0,1,6.0,RUGBY DIAMOND(S432),Z Purton,W Y So,131.0,1030.0,11.0,-,1 1 1,0.57.69,23.0,2017-01-25,1,5,1000,GOOD,EDINBURGH HANDICAP,TURF - C+3 COURSE,630000,Happy Valley,欖球鑽石(S432),潘頓,蘇偉賢,1,好地,愛丁堡讓賽,草地 - C+3 賽道,跑馬地
98,0,1,1.0,EXCEL ONESELF(P287),N Rawiller,Y S Tsui,133.0,1160.0,7.0,-,2 3 1,0.57.05,10.0,2017-02-02,1,4,1000,GOOD,SHING YIP HANDICAP,TURF - A COURSE,840000,Happy Valley,愛寶(P287),羅理雅,徐雨石,1,好地,成業讓賽,草地 - A 賽道,跑馬地
99,0,1,3.0,OCEAN ROAR(N317),J Moreira,A Lee,130.0,1205.0,4.0,-,1 1 1,0.57.07,5.3,2017-02-15,1,4,1000,GOOD TO FIRM,VILLAGE HANDICAP,TURF - C COURSE,840000,Happy Valley,海之濤(N317),莫雷拉,李易達,1,好地至快地,山村讓賽,草地 - C 賽道,跑馬地
100,0,1,1.0,BEST REWARD(V189),Z Purton,W Y So,133.0,1104.0,9.0,-,14 14 9 8 1,1.49.80,8.0,2017-03-01,1,5,1800,GOOD,SWAN HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,特獎(V189),潘頓,蘇偉賢,1,好地,天鵝讓賽,全天候跑道,沙田
101,0,1,7.0,SHOW MISSION(T436),J Moreira,Y S Tsui,121.0,1097.0,1.0,-,4 3 1,0.57.40,1.9,2017-03-08,1,5,1000,GOOD,LUARD HANDICAP,TURF - A COURSE,630000,Happy Valley,金剛秀(T436),莫雷拉,徐雨石,1,好地,盧押讓賽,草地 - A 賽道,跑馬地
102,0,1,9.0,ATOMIC BLAST(T203),S Clipperton,A T Millard,119.0,1013.0,1.0,-,10 9 5 1,1.38.67,4.8,2017-03-12,1,5,1650,GOOD,SNAPDRAGON HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,大爆發(T203),祈普敦,苗禮德,1,好地,洋彩雀讓賽,全天候跑道,沙田
103,0,1,4.0,JUMBO HAPPINESS(V315),C Y Ho,C Fownes,125.0,1075.0,1.0,-,5 5 1,1.10.45,2.8,2017-03-15,1,4,1200,GOOD,POK FU LAM HANDICAP,TURF - B COURSE,840000,Happy Valley,同進(V315),何澤堯,方嘉柏,1,好地,薄扶林讓賽,草地 - B 賽道,跑馬地
104,0,1,3.0,FORTUNE GIGGLES(S346),N Rawiller,Y S Tsui,128.0,1232.0,6.0,-,3 4 4 6 1,2.05.01,9.5,2017-03-26,1,5,2000,GOOD,ALBANY HANDICAP,TURF - A+3 COURSE,630000,Sha Tin,財歡笑(S346),羅理雅,徐雨石,2,好地,雅賓利讓賽,草地 - A+3 賽道,沙田
105,0,1,2.0,MR KOOL(T335),B Prebble,W Y So,133.0,1072.0,11.0,-,9 1 1 1,1.42.10,23.0,2017-03-29,1,5,1650,GOOD,YEE WO STREET HANDICAP,TURF - C+3 COURSE,630000,Happy Valley,靚先生(T335),柏寶,蘇偉賢,1,好地,怡和街讓賽,草地 - C+3 賽道,跑馬地
106,0,1,8.0,SAM'S LOVE(A088),J Moreira,C H Yip,126.0,996.0,13.0,-,11 8 1,1.09.61,6.0,2017-04-02,1,4,1200,GOOD TO FIRM,CASTLE PEAK BAY HANDICAP,TURF - B+2 COURSE,840000,Sha Tin,深愛(A088),莫雷拉,葉楚航,1,好地至快地,青山灣讓賽,草地 - B+2 賽道,沙田
107,0,1,5.0,GOLDIE FLANKER(V161),T H So,P O'Sullivan,128.0,1202.0,11.0,-,11 11 1,1.09.15,27.0,2017-04-05,1,5,1200,GOOD,SUN TIN WAI HANDICAP,ALL WEATHER TRACK,630000,Sha Tin,金地飛客(V161),蘇狄雄,蘇保羅,1,好地,新田圍讓賽,全天候跑道,沙田
108,0,1,8.0,SIGHT LEADER(A211),J Moreira,W Y So,126.0,1102.0,14.0,-,3 4 1,0.55.40,1.8,2017-04-09,1,4,1000,GOOD TO FIRM,CHAOYANGMEN HANDICAP,TURF - C COURSE,840000,Sha Tin,靠眼光(A211),莫雷拉,蘇偉賢,1,好地至快地,朝陽門讓賽,草地 - C 賽道,沙田
109,0,1,6.0,AMUSING CITY(A210),S Clipperton,J Moore,120.0,1014.0,5.0,-,4 2 1,0.57.17,7.3,2017-04-17,1,1,1000,GOOD TO FIRM,CHEUNG LIN SHAN PLATE,TURF - C+3 COURSE,820000,Sha Tin,妙力之城(A210),祈普敦,約翰摩亞,1,好地至快地,長連山平磅賽,草地 - C+3 賽道,沙田
110,0,1,11.0,STARLIGHT(V273),U Rispoli,C H Yip,119.0,1063.0,4.0,-,5 5 1,1.09.88,4.2,2017-05-03,1,4,1200,GOOD TO FIRM,FRIGATEBIRD HANDICAP,TURF - C+3 COURSE,840000,Happy Valley,紅星(V273),李寶利,葉楚航,1,好地至快地,軍艦鳥讓賽,草地 - C+3 賽道,跑馬地
111,0,1,9.0,HOT KING PRAWN(A299),Z Purton,J Size,120.0,1169.0,8.0,-,1 1 1,0.57.12,1.4,2017-05-13,1,1,1000,GOOD,THE CHAIRMEN'S DAY PLATE,TURF - C COURSE,820000,Sha Tin,旺蝦王(A299),潘頓,蔡約翰,1,好地,主席賽馬日平磅賽,草地 - C 賽道,沙田
112,0,1,9.0,GRACE HEART(S399),Z Purton,C Fownes,120.0,987.0,1.0,-,2 2 1,0.56.95,2.5,2017-05-17,1,4,1000,GOOD TO FIRM,DEAUVILLE AUGUST YEARLING SALES HANDICAP,TURF - B COURSE,840000,Happy Valley,澤心星(S399),潘頓,方嘉柏,1,好地至快地,多維爾八月週歲馬拍賣會讓賽,草地 - B 賽道,跑馬地
113,0,1,3.0,JUMBO LUCK(V068),J Moreira,K W Lui,132.0,1212.0,12.0,-,1 1 1,1.09.99,2.2,2017-05-21,1,4,1200,GOOD,BALSAMINE HANDICAP,TURF - C+3 COURSE,840000,Sha Tin,真好彩(V068),莫雷拉,呂健威,1,好地,鳳仙花讓賽,草地 - C+3 賽道,沙田
114,0,1,10.0,CROWN AVENUE(V378),C Schofield,C H Yip,115.0,1129.0,1.0,-,4 5 4 2 1,1.48.01,9.1,2017-05-31,1,4,1800,GOOD,PUI O HANDICAP,ALL WEATHER TRACK,840000,Sha Tin,榮冠大道(V378),史卓豐,葉楚航,1,好地,貝澳讓賽,全天候跑道,沙田
115,0,1,1.0,GENTRY(V042),N Callan,C H Yip,133.0,1002.0,9.0,-,9 7 4 1,1.40.11,5.6,2017-06-07,1,5,1650,GOOD,MOUNT CAMERON HANDICAP,TURF - A COURSE,630000,Happy Valley,君子承諾(V042),郭能,葉楚航,1,好地,金馬倫山讓賽,草地 - A 賽道,跑馬地
116,0,1,10.0,FANTASTIC SHOW(A207),J Moreira,Y S Tsui,117.0,1040.0,1.0,-,11 9 1,1.09.97,4.9,2017-07-09,1,1,1200,GOOD,CHAI WAN ROAD PLATE,TURF - B+2 COURSE,820000,Sha Tin,爆騷(A207),莫雷拉,徐雨石,1,好地,柴灣道平磅賽,草地 - B+2 賽道,沙田
117,0,1,5.0,HAPPY FIERY DRAGON(V108),A Sanna,D Cruz,130.0,1054.0,2.0,-,3 4 1,1.10.70,7.1,2017-07-16,1,5,1200,GOOD,BEING FAMOUS HANDICAP,TURF - C COURSE,630000,Sha Tin,快樂火龍(V108),沈拿,告達理,1,好地,飛躍龍門讓賽,草地 - C 賽道,沙田
118,0,1,5.0,ROBUST MOMENTUM(P422),C Y Ho,C Fownes,122.0,1209.0,1.0,-,2 3 2 1,1.40.18,2.5,2015-06-03,2,4,1650,GOOD TO FIRM,MOUNT CAMERON HANDICAP,TURF - A COURSE,760000,Happy Valley,光速銀桂(P422),何澤堯,方嘉柏,1,好地至快地,金馬倫山讓賽,草地 - A 賽道,跑馬地
119,0,1,5.0,MISTER MARC(P316),H N Wong,Y S Tsui,118.0,1106.0,3.0,-,1 1 1 1,1.39.08,4.1,2015-06-07,2,5,1650,GOOD,HKU SPACE HANDICAP,ALL WEATHER TRACK,575000,Sha Tin,故事(P316),黃皓楠,徐雨石,1,好地,香港大學專業進修學院讓賽,全天候跑道,沙田
120,0,1,8.0,PERFECT TRIUMPH(P241),W M Lai,T K Ng,119.0,1076.0,3.0,-,4 4 3 1,1.40.80,17.0,2015-06-10,2,5,1650,GOOD TO FIRM,UN CHAU HANDICAP,TURF - B COURSE,575000,Happy Valley,開心得意(P241),賴維銘,吳定強,1,好地至快地,元州讓賽,草地 - B 賽道,跑馬地
121,0,1,3.0,FANTASTICLIFE(S320),C Y Ho,A S Cruz,130.0,1122.0,1.0,-,5 3 6 1,1.22.63,5.8,2015-06-14,2,5,1400,GOOD TO FIRM,IWC HANDICAP,TURF - B+2 COURSE,575000,Sha Tin,齊齊健康(S320),何澤堯,告東尼,1,好地至快地,ＩＷＣ讓賽,草地 - B+2 賽道,沙田
122,0,1,2.0,JOYEUX(S340),Z Purton,C Fownes,128.0,1111.0,3.0,-,2 1 1,1.09.74,2.0,2015-06-17,2,4,1200,GOOD TO FIRM,HOLLY HANDICAP,TURF - C COURSE,760000,Happy Valley,醉中意(S340),潘頓,方嘉柏,1,好地至快地,冬青讓賽,草地 - C 賽道,跑馬地
123,0,1,1.0,MEDIC KINGDOM(N238),K Teetan,A T Millard,133.0,1151.0,6.0,-,1 1 1,1.09.90,5.3,2015-06-21,2,4,1200,GOOD,BEAS RIVER COUNTRY CLUB HANDICAP,TURF - C COURSE,760000,Sha Tin,無敵王者(N238),田泰安,苗禮德,1,好地,雙魚河鄉村會所讓賽,草地 - C 賽道,沙田
124,0,1,2.0,BEST JADE TRIUMPH(P070),B Prebble,A Lee,132.0,1004.0,4.0,-,7 7 7 1,1.40.06,6.2,2015-06-24,2,5,1650,GOOD,SZE MEI HANDICAP,TURF - C+3 COURSE,575000,Happy Valley,白玉凱旋(P070),柏寶,李易達,1,好地,四美讓賽,草地 - C+3 賽道,跑馬地
125,0,1,11.0,GOLDEN BAUHINIA(K123),C K Tong,Y S Tsui,117.0,1074.0,12.0,-,1 2 1,0.55.93,43.0,2015-06-27,2,4,1000,GOOD TO FIRM,HO SHEUNG HEUNG ROAD HANDICAP,TURF - C+3 COURSE,760000,Sha Tin,金紫荊(K123),湯智傑,徐雨石,1,好地至快地,河上鄉路讓賽,草地 - C+3 賽道,沙田
126,0,1,4.0,MEDIC SWORDSMAN(P168),G Mosse,A T Millard,131.0,1156.0,7.0,-,8 5 4 1,1.22.83,9.9,2015-07-01,2,5,1400,GOOD TO FIRM,HONG KONG PEOPLE ADMINISTERING HONG KONG HANDICAP,TURF - A COURSE,575000,Sha Tin,無敵劍俠(P168),巫斯義,苗禮德,1,好地至快地,港人治港讓賽,草地 - A 賽道,沙田
127,0,1,1.0,BRIGHT CONCEPT(S038),Z Purton,W Y So,133.0,1175.0,7.0,-,1 1 1 1,1.35.35,1.6,2015-07-05,2,5,1600,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - A+3 COURSE,575000,Sha Tin,有意思(S038),潘頓,蘇偉賢,1,好地至快地,黃麻地讓賽,草地 - A+3 賽道,沙田
128,0,1,8.0,WINNING BOY(N186),J Moreira,A Schutz,125.0,967.0,2.0,-,5 2 1,1.09.77,3.5,2015-07-08,2,5,1200,GOOD TO FIRM,THE KING HANDICAP,TURF - A COURSE,575000,Happy Valley,路路發(N186),莫雷拉,孫達志,1,好地至快地,馬中之王讓賽,草地 - A 賽道,跑馬地
129,0,1,1.0,GOLDEN GUNNERS(N330),C Y Ho,D Cruz,130.0,1005.0,12.0,-,7 7 1,1.09.64,19.0,2015-07-12,2,5,1200,GOOD TO FIRM,MY CHOICE HANDICAP,TURF - B+2 COURSE,575000,Sha Tin,金鎗俠(N330),何澤堯,告達理,1,好地至快地,心中有理讓賽,草地 - B+2 賽道,沙田
130,0,1,6.0,TEAM FORTUNE(T306),J Moreira,W Y So,125.0,1195.0,8.0,-,4 5 1,0.56.22,2.1,2015-09-06,2,4,1000,GOOD,HARCOURT HANDICAP,TURF - B COURSE,800000,Sha Tin,添好運(T306),莫雷拉,蘇偉賢,1,好地,夏慤讓賽,草地 - B 賽道,沙田
131,0,1,11.0,WINNING BOY(N186),M L Yeung,A Schutz,112.0,980.0,4.0,-,3 3 1,1.10.97,3.0,2015-09-09,2,4,1200,GOOD,REPULSE BAY HANDICAP,TURF - A COURSE,800000,Happy Valley,路路發(N186),楊明綸,孫達志,1,好地,淺水灣讓賽,草地 - A 賽道,跑馬地
132,0,1,9.0,HIGH SPEED METRO(P293),M Chadwick,S Woods,119.0,1141.0,9.0,-,10 10 10 1,1.23.23,9.0,2015-09-13,2,5,1400,GOOD TO FIRM,DONGGUAN HANDICAP,TURF - C COURSE,600000,Sha Tin,精彩時機(P293),蔡明紹,胡森,1,好地至快地,東莞讓賽,草地 - C 賽道,沙田
133,0,1,8.0,CHOICE EXCHEQUER(P088),N Callan,C H Yip,125.0,1172.0,9.0,-,1 1 1 1,1.42.02,8.5,2015-10-14,2,5,1650,GOOD,ISLAND HANDICAP,TURF - B COURSE,600000,Happy Valley,大寶庫(P088),郭能,葉楚航,1,好地,香島讓賽,草地 - B 賽道,跑馬地
134,0,1,2.0,MASQUERADER(N234),Z Purton,A Schutz,133.0,1117.0,2.0,-,3 4 3 1,1.23.22,3.2,2015-10-18,2,5,1400,GOOD TO FIRM,CHUNG ON HANDICAP,TURF - C+3 COURSE,600000,Sha Tin,名駒(N234),潘頓,孫達志,1,好地至快地,眾安讓賽,草地 - C+3 賽道,沙田
135,0,1,10.0,BO DUKE(S378),K C Leung,P F Yiu,122.0,1065.0,2.0,-,4 3 1,1.11.76,7.6,2015-10-22,2,4,1200,GOOD,TIN HA SHAN HANDICAP,TURF - C+3 COURSE,800000,Happy Valley,馬狀元(S378),梁家俊,姚本輝,1,好地,田下山讓賽,草地 - C+3 賽道,跑馬地
136,0,1,1.0,FABULOUS ONE(T005),J Moreira,W Y So,133.0,1106.0,8.0,-,1 1 1,1.09.15,1.8,2015-10-25,2,4,1200,GOOD TO FIRM,PIAGET EXCELLENT HANDICAP,TURF - A COURSE,800000,Sha Tin,發盈喜(T005),莫雷拉,蘇偉賢,1,好地至快地,ＰＩＡＧＥＴ卓越讓賽,草地 - A 賽道,沙田
137,0,1,12.0,SOUTHCHINA COMMAND(S290),C Schofield,C Fownes,116.0,1100.0,10.0,-,11 11 10 1,1.41.23,11.0,2015-11-01,2,5,1650,GOOD,TIU KENG LENG HANDICAP,TURF - A COURSE,600000,Happy Valley,南華勇將(S290),史卓豐,方嘉柏,1,好地,調景嶺讓賽,草地 - A 賽道,跑馬地
138,0,1,6.0,DIEGO KOSTA(T357),J Moreira,J Size,128.0,1172.0,12.0,-,2 2 1,1.10.12,4.4,2015-11-08,2,4,1200,GOOD,L'OREAL PARIS HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,魔連奴(T357),莫雷拉,蔡約翰,1,好地,Ｌ’ＯＲＥＡＬ　ＰＡＲＩＳ讓賽,草地 - C+3 賽道,沙田
139,0,1,10.0,TIMELY ARRIVED(S431),M L Yeung,Y S Tsui,119.0,1144.0,8.0,-,3 3 1,1.10.61,5.3,2015-11-11,2,4,1200,GOOD,HIGH ISLAND HANDICAP,TURF - B COURSE,800000,Happy Valley,及時取勝(S431),楊明綸,徐雨石,1,好地,萬宜讓賽,草地 - B 賽道,跑馬地
140,0,1,4.0,HONEST HORSE(S428),C Schofield,T P Yung,125.0,1182.0,9.0,-,1 1 1,1.09.65,24.0,2015-11-14,2,4,1200,GOOD,PANASONIC ALKALINE IONIZER HANDICAP,TURF - A+3 COURSE,800000,Sha Tin,真心意(S428),史卓豐,容天鵬,1,好地,ＰＡＮＡＳＯＮＩＣ一撻即著藍馳王汽車電池讓賽,草地 - A+3 賽道,沙田
141,0,1,6.0,MODERN FORTUNE(T081),J Moreira,J Size,123.0,1016.0,3.0,-,9 6 1,1.08.99,2.6,2015-11-18,2,4,1200,GOOD,BANK STREET HANDICAP,ALL WEATHER TRACK,800000,Sha Tin,現代財星(T081),莫雷拉,蔡約翰,1,好地,銀行街讓賽,全天候跑道,沙田
142,0,1,10.0,MAGICAL BEAUTY(T342),D Whyte,A S Cruz,124.0,1119.0,13.0,-,2 2 2 1,1.22.44,3.8,2015-11-21,2,4,1400,GOOD,TAI O HANDICAP,TURF - B+2 COURSE,800000,Sha Tin,變出美麗(T342),韋達,告東尼,1,好地,大澳讓賽,草地 - B+2 賽道,沙田
143,0,1,8.0,MASTER STEED(T320),Z Purton,C Fownes,124.0,1127.0,12.0,-,8 8 1,1.11.07,15.0,2015-11-25,2,4,1200,GOOD,DUNBAR HANDICAP,TURF - C COURSE,800000,Happy Valley,智勝明駒(T320),潘頓,方嘉柏,1,好地,登巴讓賽,草地 - C 賽道,跑馬地
144,0,1,12.0,LONDON CITY(T080),H N Wong,K L Man,111.0,1131.0,12.0,-,2 2 1,0.57.29,5.9,2015-11-29,2,4,1000,GOOD,CHEVALIER COLD STORAGE AND LOGISTICS HANDICAP,TURF - C COURSE,800000,Sha Tin,旅英駿爵(T080),黃皓楠,文家良,1,好地,其士冷倉物流讓賽,草地 - C 賽道,沙田
145,0,1,8.0,YEUNG SING(P001),B Prebble,K W Lui,121.0,1110.0,5.0,-,6 6 6 1,1.41.79,3.3,2015-12-02,2,5,1650,GOOD,DANDELION HANDICAP,TURF - C+3 COURSE,600000,Happy Valley,公証揚聖(P001),柏寶,呂健威,1,好地,蒲公英讓賽,草地 - C+3 賽道,跑馬地
146,0,1,12.0,ORIENTAL FANTASIA(P269),H N Wong,Y S Tsui,105.0,1097.0,1.0,-,4 3 1,1.10.74,5.2,2015-12-06,2,5,1200,GOOD,CAMERON HANDICAP,ALL WEATHER TRACK,600000,Sha Tin,天狼星(P269),黃皓楠,徐雨石,1,好地,金馬倫讓賽,全天候跑道,沙田
147,0,1,4.0,HAYMAKER(T054),M L Yeung,K W Lui,127.0,1085.0,3.0,-,7 6 1,1.11.30,12.0,2015-12-09,2,4,1200,GOOD TO YIELDING,FRANCE HANDICAP,TURF - A COURSE,800000,Happy Valley,喜盈盈(T054),楊明綸,呂健威,1,好地至黏地,法國讓賽,草地 - A 賽道,跑馬地
148,0,1,6.0,HAPPILABABY(T315),Z Purton,C S Shum,126.0,1104.0,11.0,-,11 12 12 11 1,1.48.26,9.1,2015-12-13,2,3,1800,GOOD,FANTASTIC LIGHT HANDICAP,TURF - A COURSE,1165000,Sha Tin,歡樂盈盈(T315),潘頓,沈集成,1,好地,奇異光芒讓賽,草地 - A 賽道,沙田
149,0,1,4.0,LUCKY PROFIT(S335),J Moreira,C S Shum,129.0,1098.0,3.0,-,6 6 1,1.10.97,2.0,2015-12-16,2,5,1200,GOOD,SPOONBILL HANDICAP,TURF - B COURSE,600000,Happy Valley,好運有利(S335),莫雷拉,沈集成,1,好地,琵鷺讓賽,草地 - B 賽道,跑馬地
150,0,1,1.0,GREAT RUN(P223),H W Lai,A T Millard,133.0,1104.0,6.0,-,12 12 1,0.57.49,65.0,2015-12-19,2,4,1000,GOOD,KWONG WAH HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,大將風馳(P223),黎海榮,苗禮德,1,好地,廣華讓賽,草地 - C+3 賽道,沙田
151,0,1,6.0,KITAYA(S187),Y T Cheng,Y S Tsui,125.0,1067.0,1.0,-,3 3 3 1,1.40.89,3.3,2015-12-23,2,4,1650,GOOD,SATURN HANDICAP,TURF - C COURSE,800000,Happy Valley,喜多屋(S187),鄭雨滇,徐雨石,1,好地,土星讓賽,草地 - C 賽道,跑馬地
152,0,1,3.0,AZTEC EMPIRE(T064),B Prebble,W Y So,131.0,1148.0,5.0,-,2 2 2 1,1.36.24,2.0,2015-12-27,2,5,1600,GOOD,YIM TIN TSAI HANDICAP,TURF - A+3 COURSE,600000,Sha Tin,神威福將(T064),柏寶,蘇偉賢,1,好地,鹽田仔讓賽,草地 - A+3 賽道,沙田
153,0,1,11.0,FOREST COLOURS(P167),J Moreira,K W Lui,118.0,1109.0,14.0,-,6 2 2 1 1,1.49.03,1.8,2016-01-01,2,5,1800,GOOD,YI TUNG SHAN HANDICAP,TURF - B+2 COURSE,600000,Sha Tin,森林姿彩(P167),莫雷拉,呂健威,1,好地,二東山讓賽,草地 - B+2 賽道,沙田
